"Time results were received","MD5 hash of participants IP address","Controller name","Item number","Element number","Type","Group","PennElementType","PennElementName","Parameter","Value","EventTime","Comments"
1552756223,280,"PennController",4,0,"demographics","NULL","PennController",2,"_Trial_","Start",1552756176267,"NULL"
1552756223,280,"PennController",4,0,"demographics","NULL","Html","demographics form",20,"entry.199788844",1552756220037,"text input"
1552756223,280,"PennController",4,0,"demographics","NULL","Html","demographics form",,"entry.520109694.other_option_response",1552756220037,"text input"
1552756223,280,"PennController",4,0,"demographics","NULL","Html","demographics form",,"entry.1512699209.other_option_response",1552756220037,"text input"
1552756223,280,"PennController",4,0,"demographics","NULL","Html","demographics form",,"entry.2041701843.other_option_response",1552756220037,"text input"
1552756223,280,"PennController",4,0,"demographics","NULL","Html","demographics form",,"entry.1032518118.other_option_response",1552756220037,"text input"
1552756223,280,"PennController",4,0,"demographics","NULL","Html","demographics form","entry.520109694","Male",1552756220038,"radio button"
1552756223,280,"PennController",4,0,"demographics","NULL","Html","demographics form","entry.1512699209","English and one or more other languages",1552756220038,"radio button"
1552756223,280,"PennController",4,0,"demographics","NULL","Html","demographics form","entry.2041701843","Some college credit no degree",1552756220038,"radio button"
1552756223,280,"PennController",4,0,"demographics","NULL","Html","demographics form","entry.1032518118","Some college credit no degree",1552756220038,"radio button"
1552756223,280,"PennController",4,0,"demographics","NULL","Html","demographics form","entry.79932629","I'm not sure",1552756220038,"radio button"
1552756223,280,"PennController",4,0,"demographics","NULL","PennController",2,"_Trial_","End",1552756220038,"NULL"
1552757357,281,"PennController",4,0,"demographics","NULL","PennController",2,"_Trial_","Start",1552757320363,"NULL"
1552757357,281,"PennController",4,0,"demographics","NULL","Html","demographics form",24,"entry.199788844",1552757342568,"text input"
1552757357,281,"PennController",4,0,"demographics","NULL","Html","demographics form",,"entry.520109694.other_option_response",1552757342568,"text input"
1552757357,281,"PennController",4,0,"demographics","NULL","Html","demographics form",,"entry.1512699209.other_option_response",1552757342568,"text input"
1552757357,281,"PennController",4,0,"demographics","NULL","Html","demographics form",,"entry.2041701843.other_option_response",1552757342568,"text input"
1552757357,281,"PennController",4,0,"demographics","NULL","Html","demographics form",,"entry.1032518118.other_option_response",1552757342568,"text input"
1552757357,281,"PennController",4,0,"demographics","NULL","Html","demographics form","entry.520109694","Female",1552757342569,"radio button"
1552757357,281,"PennController",4,0,"demographics","NULL","Html","demographics form","entry.1512699209","English only",1552757342569,"radio button"
1552757357,281,"PennController",4,0,"demographics","NULL","Html","demographics form","entry.2041701843","Master’s degree",1552757342569,"radio button"
1552757357,281,"PennController",4,0,"demographics","NULL","Html","demographics form","entry.1032518118","Bachelor’s degree",1552757342569,"radio button"
1552757357,281,"PennController",4,0,"demographics","NULL","Html","demographics form","entry.79932629","No",1552757342569,"radio button"
1552757357,281,"PennController",4,0,"demographics","NULL","PennController",2,"_Trial_","End",1552757342569,"NULL"
